

Run Date,Action,Symbol,Description,Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Cash Balance ($),Settlement Date
07/28/2025,"DEBIT CARD PURCHASE PAYPAL *Roetto Julie Visa Direct CA07262524248186F0008K (Cash)",,"No Description",Cash,0.000,,,,,-55,24.53,
07/28/2025,"DEBIT CARD PURCHASE OLIVE GARDEN ZK 002136 MANASSAS VA07232524431066D7B36T (Cash)",,"No Description",Cash,0.000,,,,,-67.15,79.53,
07/28/2025,"DEBIT CARD PURCHASE PAYPAL *Roetto Julie Visa Direct CA07242524248186D005QA (Cash)",,"No Description",Cash,0.000,,,,,-330,146.68,
07/25/2025,"DEBIT CARD PURCHASE PAYPAL *PYPL PAYIN4 888-221-1161 CA07232524027626D1Z55K (Cash)",,"No Description",Cash,0.000,,,,,-16.5,419.90,
07/25/2025,"DEBIT CARD PURCHASE SHEETZ 2579 MANASSAS VA07232524116416DQ57MT (Cash)",,"No Description",Cash,0.000,,,,,-42.03,436.40,
07/24/2025,"DEBIT CARD PURCHASE POS2500 WAL-MART #1825 MANASSAS VA07232524251316QF6JV6 (Cash)",,"No Description",Cash,0.000,,,,,-7.39,478.43,
07/24/2025,"DEBIT CARD PURCHASE 7-ELEVEN 37077 MANASSAS VA07182524034546B042DR (Cash)",,"No Description",Cash,0.000,,,,,-8.76,485.82,
07/24/2025,"DEBIT CARD PURCHASE THE SPINE CARE CENTER MANASSAS VA07222524013396B045S3 (Cash)",,"No Description",Cash,0.000,,,,,-40,494.58,
07/23/2025,"DEBIT CARD PURCHASE POS2500 WM SUPERCENTER MANASSAS VA07212524251316BF6JV6 (Cash)",,"No Description",Cash,0.000,,,,,-12.31,184.58,
07/22/2025,"DEBIT CARD PURCHASE POS0003 Walmart.com Bentonville AR07202524251316AF6JV6 (Cash)",,"No Description",Cash,0.000,,,,,-47.49,136.89,
07/21/2025,"DEBIT CARD PURCHASE LITTLE CAESARS 3499-00 MANASSAS VA0718252444500685SEA7 (Cash)",,"No Description",Cash,0.000,,,,,-21.98,134.38,
07/21/2025,"DEBIT CARD PURCHASE PAYPAL *Roetto Julie Visa Direct CA071725242481866005B7 (Cash)",,"No Description",Cash,0.000,,,,,-40,156.36,
07/21/2025,"DEBIT CARD PURCHASE CHILIS GRILL & BAR #18 MANASSAS VA071725242316867BYV5B (Cash)",,"No Description",Cash,0.000,,,,,-63.86,196.36,
07/18/2025,"DEBIT CARD PURCHASE CHICK-FIL-A #02186 703-330-7723 VA071525244273365LM82Q (Cash)",,"No Description",Cash,0.000,,,,,-25.48,192.33,
07/18/2025,"DEBIT CARD PURCHASE CHICK-FIL-A #02186 703-330-7723 VA071525244273365LM82Q (Cash)",,"No Description",Cash,0.000,,,,,-40.16,217.81,
07/17/2025,"DEBIT CARD PURCHASE POS2500 WM SUPERCENTER MANASSAS VA071525242513165F6JW3 (Cash)",,"No Description",Cash,0.000,,,,,-64.85,257.97,
07/16/2025,"DEBIT CARD PURCHASE 7-ELEVEN 10654 MANASSAS VA07132524034546302HAM (Cash)",,"No Description",Cash,0.000,,,,,-6.34,199.82,
07/16/2025,"DEBIT CARD PURCHASE POS2464 ALDI 80072 MANASSAS VA071525242513164F6JW2 (Cash)",,"No Description",Cash,0.000,,,,,-410.1,206.16,
07/15/2025,"DEBIT CARD PURCHASE CINEMARK 1110 RSTBAR Centrevllle VA07132524793386202N86 (Cash)",,"No Description",Cash,0.000,,,,,-41.53,616.26,
07/14/2025,"DEBIT CARD PURCHASE CVS/PHARMACY #03018 MANASSAS PARK VA071225241374662015GB (Cash)",,"No Description",Cash,0.000,,,,,-2.81,86.79,
07/14/2025,"DEBIT CARD PURCHASE POSNCZT UBER EATS* EAT SAN FRANCISC CA071025242513160F6JW1 (Cash)",,"No Description",Cash,0.000,,,,,-12.71,89.60,
07/14/2025,"DEBIT CARD PURCHASE POPEYES 2768 PRITAM.PATEL@ VA071225249415061BT20B (Cash)",,"No Description",Cash,0.000,,,,,-42.11,102.31,
07/14/2025,"DEBIT CARD PURCHASE POSNCZT UBER EATS* EAT SAN FRANCISC CA071025242513160F6JW1 (Cash)",,"No Description",Cash,0.000,,,,,-88.85,144.42,
07/10/2025,"DEBIT CARD PURCHASE POS1825 WAL-MART #1825 MANASSAS VA07082524251315YF6JW1 (Cash)",,"No Description",Cash,0.000,,,,,-12.31,233.27,
07/10/2025,"DEBIT CARD PURCHASE PAYPAL *PYPL PAYIN4 888-221-1161 CA07072524027625X1YFT6 (Cash)",,"No Description",Cash,0.000,,,,,-16.5,245.58,
07/09/2025,"DEBIT CARD PURCHASE SHEETZ ECOMMERCE 800-487-5444 PA07072524116415XBL5Q5 (Cash)",,"No Description",Cash,0.000,,,,,-20.34,173.20,
07/09/2025,"DEBIT CARD PURCHASE SHEETZ 2270 MANASSAS PARK VA07072524116415XBL1YM (Cash)",,"No Description",Cash,0.000,,,,,-44.09,193.54,
07/09/2025,"DEBIT CARD PURCHASE THE SPINE CARE CENTER MANASSAS VA07072524013395W018BQ (Cash)",,"No Description",Cash,0.000,,,,,-50,237.63,
07/08/2025,"CASH ADVANCE ATM2053 8504 CENTREVIL MANASSAS PAR VA07072574251315W06GV7 (Cash)",,"No Description",Cash,0.000,,,,,-20,287.63,
07/08/2025,"DEBIT CARD PURCHASE POS0099 WALMART.COM 80 BENTONVILLE AR07042524251315WF6JW0 (Cash)",,"No Description",Cash,0.000,,,,,-380.41,307.63,
07/07/2025,"DEBIT CARD PURCHASE POS3018 CVS/PHARMACY # MANASSAS VA07032524251315RF6JVZ (Cash)",,"No Description",Cash,0.000,,,,,-5.66,688.04,
07/07/2025,"DEBIT CARD PURCHASE SKATE N FUN ZONE (POS) MANASSAS VA07022524091625R0FVW2 (Cash)",,"No Description",Cash,0.000,,,,,-7.25,693.70,
07/07/2025,"DEBIT CARD PURCHASE BJS MEMBERSHIP 0996 800-257-2582 MA07032524137465THF5XZ (Cash)",,"No Description",Cash,0.000,,,,,-10,700.95,
07/07/2025,"DEBIT CARD PURCHASE AMAZON PRIME*N32RR48F1 Amzn.com/bill WA07052524692165S31J42 (Cash)",,"No Description",Cash,0.000,,,,,-14.99,710.95,
07/07/2025,"DEBIT CARD PURCHASE TACO BELL 720438 MANASSAS VA07052524943005S6ZHBF (Cash)",,"No Description",Cash,0.000,,,,,-25.38,725.94,
07/07/2025,"DEBIT CARD PURCHASE CHICK-FIL-A #02186 703-330-7723 VA07032524427335TLM83M (Cash)",,"No Description",Cash,0.000,,,,,-26.42,751.32,
07/07/2025,"DEBIT CARD PURCHASE POPEYES 2768 PRITAM.PATEL@ VA07022524941505PBEB4Y (Cash)",,"No Description",Cash,0.000,,,,,-29.14,777.74,
07/07/2025,"DEBIT CARD PURCHASE VERIZON WRLS0434301 MANASSAS VA07032524498045TKQQB4 (Cash)",,"No Description",Cash,0.000,,,,,-37.09,806.88,
07/07/2025,"DEBIT CARD PURCHASE POS2500 WM SUPERCENTER MANASSAS VA07032524251315RF6JVZ (Cash)",,"No Description",Cash,0.000,,,,,-128.8,843.97,
07/07/2025,"DEBIT CARD PURCHASE BJS.COM #5490 800-257-2582 MA07032524137465T01B9B (Cash)",,"No Description",Cash,0.000,,,,,-428.96,972.77,



"The data and information in this spreadsheet is provided to you solely for your use and is not for distribution. The spreadsheet is provided for"
"informational purposes only, and is not intended to provide advice, nor should it be construed as an offer to sell, a solicitation of an offer to buy or a"
"recommendation for any security or insurance product by Fidelity or any third party. Data and information shown is based on information known to Fidelity as of the date it was"
"exported and is subject to change. It should not be used in place of your account statements or trade confirmations and is not intended for tax reporting"
"purposes. For more information on the data included in this spreadsheet, including any limitations thereof, go to Fidelity.com."

"Brokerage services are provided by Fidelity Brokerage Services LLC (FBS), 900 Salem Street, Smithfield, RI 02917. Custody and other services provided by National"
"Financial Services LLC (NFS). Both are Fidelity Investment companies and members SIPC, NYSE. Insurance products at Fidelity are distributed by"
"Fidelity Insurance Agency, Inc., and, for certain products, by Fidelity Brokerage Services, Member NYSE, SIPC."

Date downloaded 08/05/2025 7:31 pm
