

Run Date,Action,Symbol,Description,Type,Exchange Quantity,Exchange Currency,Quantity,Currency,Price,Exchange Rate,Commission,Fees,Accrued Interest,Amount,Cash Balance,Settlement Date
11/15/2024,"BILL PAYMENT WELLS FARGO AUTO (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-933,5096.26,
11/06/2024,"BILL PAYMENT NOVEC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-80.05,3503.48,
11/06/2024,"BILL PAYMENT NOVEC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-223.13,3583.53,
11/04/2024,"BILL PAYMENT SELECT PORTFOLIO SERVIC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-1536,4586.22,
10/29/2024,"BILL PAYMENT CAPITAL ONE AUTO FINANC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-705,7665.28,
10/28/2024,"BILL PAYMENT VERIZON WIRELESS (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-419.37,8583.54,
10/25/2024,"BILL PAYMENT VERIZON WIRELESS (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-163,9024.12,
10/18/2024,"BILL PAYMENT PWC SERVICE AUTHORITY (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-122.65,5680.52,
10/15/2024,"BILL PAYMENT WELLS FARGO AUTO (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-933,6711.06,
10/04/2024,"BILL PAYMENT NOVEC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-93.31,3735.31,
10/04/2024,"BILL PAYMENT NOVEC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-333.2,3828.62,
10/04/2024,"BILL PAYMENT SELECT PORTFOLIO SERVIC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-1523,4161.82,
09/27/2024,"BILL PAYMENT CAPITAL ONE AUTO FINANC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-705,7765.30,
09/26/2024,"BILL PAYMENT VERIZON WIRELESS (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-418.86,8566.29,
09/25/2024,"BILL PAYMENT VERIZON WIRELESS (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-163,4985.28,
09/20/2024,"BILL PAYMENT PWC SERVICE AUTHORITY (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-133.45,5600.94,
09/13/2024,"BILL PAYMENT WELLS FARGO AUTO (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-933,7334.73,
09/09/2024,"BILL PAYMENT NOVEC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-84.85,5268.57,
09/09/2024,"BILL PAYMENT NOVEC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-342.99,5353.42,
09/03/2024,"BILL PAYMENT SELECT PORTFOLIO SERVIC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-1509.82,10072.39,
08/30/2024,"BILL PAYMENT VERIZON WIRELESS (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-418.47,11779.44,
08/29/2024,"BILL PAYMENT CAPITAL ONE AUTO FINANC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-705,12507.16,
08/23/2024,"BILL PAYMENT VERIZON WIRELESS (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-163,9589.91,
08/21/2024,"BILL PAYMENT PWC SERVICE AUTHORITY (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-122.65,9764.91,
08/15/2024,"BILL PAYMENT WELLS FARGO AUTO (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-933,12072.48,
08/07/2024,"BILL PAYMENT NOVEC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-83.16,10171.31,
08/07/2024,"BILL PAYMENT NOVEC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-235.06,10254.47,
07/30/2024,"BILL PAYMENT VERIZON WIRELESS (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-610.85,9219.41,
07/29/2024,"BILL PAYMENT CAPITAL ONE AUTO FINANC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-705,10302.15,
07/25/2024,"BILL PAYMENT VERIZON WIRELESS (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-163,11523.84,
07/22/2024,"ADJUST BILL PAYMENT SELECT PORTFOLIO (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,1695,12621.63,
07/19/2024,"BILL PAYMENT PWC SERVICE AUTHORITY (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-111.85,10966.63,
07/15/2024,"BILL PAYMENT WELLS FARGO AUTO (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-927.18,3729.06,
07/11/2024,"BILL PAYMENT SELECT PORTFOLIO SERVIC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-1695,4722.57,
07/05/2024,"BILL PAYMENT NOVEC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-95.85,7425.01,
07/05/2024,"BILL PAYMENT NOVEC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-207.07,7520.86,
06/28/2024,"BILL PAYMENT CAPITAL ONE AUTO FINANC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-705,7455.79,
06/25/2024,"BILL PAYMENT VERIZON WIRELESS (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-147.55,8532.67,
06/21/2024,"BILL PAYMENT PWC SERVICE AUTHORITY (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-129.46,9032.94,
06/14/2024,"BILL PAYMENT WELLS FARGO AUTO (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-927.18,5980.92,
06/07/2024,"BILL PAYMENT NOVEC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-108.55,8503.47,
06/07/2024,"BILL PAYMENT NOVEC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-152.26,8612.02,
05/29/2024,"BILL PAYMENT CAPITAL ONE AUTO FINANC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-705,8829.31,
05/24/2024,"BILL PAYMENT VERIZON WIRELESS (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-147.55,9835.91,
05/22/2024,"BILL PAYMENT PWC SERVICE AUTHORITY (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-115.85,6317.41,
05/15/2024,"BILL PAYMENT WELLS FARGO AUTO (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-927.18,7016.20,
05/07/2024,"BILL PAYMENT NOVEC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-132.61,5693.08,
05/07/2024,"BILL PAYMENT NOVEC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-155.75,5825.69,
04/29/2024,"BILL PAYMENT CAPITAL ONE AUTO FINANC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-705,9647.31,
04/25/2024,"BILL PAYMENT VERIZON WIRELESS (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-147.55,10411.53,
04/19/2024,"BILL PAYMENT PWC SERVICE AUTHORITY (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-111.85,6723.30,
04/19/2024,"ADJUST BILL PAYMENT SELECT PORTFOLIO (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,1650,6835.15,
04/15/2024,"BILL PAYMENT WELLS FARGO AUTO (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-927.18,6422.14,
04/11/2024,"BILL PAYMENT SELECT PORTFOLIO SERVIC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-1650,7409.13,
04/05/2024,"BILL PAYMENT NOVEC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-143.24,6409.12,
04/05/2024,"BILL PAYMENT NOVEC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-195.79,6552.36,
04/01/2024,"BILL PAYMENT CAPITAL ONE AUTO FINANC as of Mar-29-2024 (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-705,7874.57,
03/25/2024,"BILL PAYMENT VERIZON WIRELESS (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-147.55,4709.83,
03/22/2024,"BILL PAYMENT PWC SERVICE AUTHORITY (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-133.45,4884.71,
03/15/2024,"BILL PAYMENT WELLS FARGO AUTO (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-927.18,6749.24,
03/11/2024,"BILL PAYMENT SELECT PORTFOLIO SERVIC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-1596.72,3989.49,
03/07/2024,"BILL PAYMENT NOVEC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-137.3,6189.04,
03/07/2024,"BILL PAYMENT NOVEC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-218.16,6326.34,
02/29/2024,"BILL PAYMENT CAPITAL ONE AUTO FINANC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-705,8277.64,
02/23/2024,"BILL PAYMENT VERIZON WIRELESS (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-147.55,5044.88,
02/21/2024,"BILL PAYMENT PWC SERVICE AUTHORITY (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-115.65,5307.59,
02/15/2024,"BILL PAYMENT WELLS FARGO AUTO (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-927.18,6165.21,
02/12/2024,"BILL PAYMENT SELECT PORTFOLIO SERVIC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-1584.04,3065.91,
02/08/2024,"BILL PAYMENT NOVEC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-162.97,5596.02,
02/08/2024,"BILL PAYMENT NOVEC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-228.77,5758.99,
01/29/2024,"BILL PAYMENT CAPITAL ONE AUTO FINANC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-705,3969.98,
01/25/2024,"BILL PAYMENT VERIZON WIRELESS (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-161.42,5022.60,
01/22/2024,"BILL PAYMENT PWC SERVICE AUTHORITY (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-102.4,5283.45,
01/12/2024,"BILL PAYMENT WELLS FARGO AUTO (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-922.18,3000.63,
01/12/2024,"BILL PAYMENT SELECT PORTFOLIO SERVIC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-1571.47,3922.81,
01/09/2024,"BILL PAYMENT NOVEC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-176.73,6383.98,
01/09/2024,"BILL PAYMENT NOVEC (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-215.61,6560.71,
01/04/2024,"BILL PAYMENT VERIZON WIRELESS (Cash)", ,"No Description",Cash,0,,0.000,USD,,0,,,,-203.01,7256.55,



"The data and information in this spreadsheet is provided to you solely for your use and is not for distribution. The spreadsheet is provided for"
"informational purposes only, and is not intended to provide advice, nor should it be construed as an offer to sell, a solicitation of an offer to buy or a"
"recommendation for any security or insurance product by Fidelity or any third party. Data and information shown is based on information known to Fidelity as of the date it was"
"exported and is subject to change. It should not be used in place of your account statements or trade confirmations and is not intended for tax reporting"
"purposes. For more information on the data included in this spreadsheet, including any limitations thereof, go to Fidelity.com."

"Brokerage services are provided by Fidelity Brokerage Services LLC (FBS), 900 Salem Street, Smithfield, RI 02917. Custody and other services provided by National"
"Financial Services LLC (NFS). Both are Fidelity Investment companies and members SIPC, NYSE. Insurance products at Fidelity are distributed by"
"Fidelity Insurance Agency, Inc., and, for certain products, by Fidelity Brokerage Services, Member NYSE, SIPC."

Date downloaded 08/02/2025 11:37 pm
