

Run Date,Action,Symbol,Description,Type,Exchange Quantity,Exchange Currency,Quantity,Currency,Price,Exchange Rate,Commission,Fees,Accrued Interest,Amount,Cash Balance,Settlement Date
07/22/2025,"DEBIT CARD PURCHASE CLAUDE.AI SUBSCRIPTION ANTHROPIC.COM CA07202524011346A2X48W (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-20,6497.75,
07/22/2025,"DEBIT CARD PURCHASE PAYPAL *PYPL PAYIN4 888-221-1161 CA0720252402762691Z0GM (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-30.74,6517.75,
07/22/2025,"DEBIT CARD PURCHASE AMAZON MKTPL*BI81M2DK3 Amzn.com/bill WA0720252469216693591G (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-49.79,6548.49,
07/22/2025,"DEBIT CARD PURCHASE PIZZA BOLI'S 703-335-2000 VA071925247650169Q1EW5 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-72.93,6648.28,
07/22/2025,"DEBIT CARD PURCHASE POSNCZT UBER EATS* EAT SAN FRANCISC CA07202524251316AF6JV6 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-152.54,6721.21,
07/22/2025,"DEBIT CARD PURCHASE POS2 PRINCE WIL 4 COUNTY COM VA07212524251316AF6JV6 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-158.1,6873.75,
07/22/2025,"DEBIT CARD PURCHASE PAYPAL *PYPL PAYIN4 888-221-1161 CA07202524027626A1Z178 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-164.33,7031.85,
07/21/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA07182524431056855W26 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.8,7471.14,
07/21/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA07172524431056755QP2 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.8,7473.94,
07/21/2025,"DEBIT CARD PURCHASE PAYPAL *HETZNER 98315050 DF071825742446969FBPSJ (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-5.57,7476.74,
07/21/2025,"DEBIT CARD PURCHASE Amazon.com*R36QS9GB3 Amzn.com/bill WA07192524692166834Q1E (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-21.37,7482.31,
07/21/2025,"DEBIT CARD PURCHASE PAYPAL *PYPL PAYIN4 888-221-1161 CA0719252402762681YZE6 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-34.19,7503.68,
07/21/2025,"DEBIT CARD PURCHASE PAYPAL *PYPL PAYIN4 888-221-1161 CA0719252402762681YYP0 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-86.65,7605.76,
07/21/2025,"DEBIT CARD PURCHASE PAYPAL *Roetto Michael Visa Direct CA07182524248186700533 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-200,7817.41,
07/18/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA07152524431056554E4K (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.8,8017.41,
07/18/2025,"DEBIT CARD PURCHASE Amazon.com*K488G28H3 AMZN.COM/BILL WA07152524692166531EL8 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-15.3,8020.21,
07/18/2025,"DEBIT CARD PURCHASE Spotify USA 877-7781161 NY07172524204296600V0E (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-19.99,8035.51,
07/18/2025,"DEBIT CARD PURCHASE POS9218 GOOGLE *YouTub Mountain Vie CA071625242513166F6JW3 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-22.99,8055.50,
07/18/2025,"DEBIT CARD PURCHASE AMAZON MKTPL*3377532Y3 Amzn.com/bill WA07162524692166531MHW (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-26.49,8078.49,
07/17/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA07142524431056453YFW (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.8,8104.96,
07/17/2025,"DEBIT CARD PURCHASE POSM6KE 7-ELEVEN Manassas VA071625242513165F6JW3 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-10.88,8107.76,
07/17/2025,"DEBIT CARD PURCHASE ENTIRELYDIGITAL COM 877-2423882 CD0715257492427648FX4J (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-11,8118.64,
07/16/2025,"DEBIT CARD PURCHASE Amazon.com*F46TP9VK3 Amzn.com/bill WA07142524692166330D52 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-5.37,989.85,
07/16/2025,"DEBIT CARD PURCHASE Amazon.com*NR6HJ80B1 Amzn.com/bill WA07142524692166330D8N (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-7.72,995.22,
07/16/2025,"DEBIT CARD PURCHASE AMAZON MKTPL*CU0XG7EE3 Amzn.com/bill WA07142524692166330A6K (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-13.77,1002.94,
07/16/2025,"DEBIT CARD PURCHASE Amazon.com*AY68I49F3 Amzn.com/bill WA07142524692166330DEB (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-19.26,1016.71,
07/16/2025,"DEBIT CARD PURCHASE Amazon.com*9E3P01WN3 Amzn.com/bill WA07142524692166330DEB (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-24.76,1057.97,
07/16/2025,"DEBIT CARD PURCHASE Amazon.com*P30HG3W43 Amzn.com/bill WA07142524692166430DXF (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-53.42,1082.73,
07/15/2025,"DEBIT CARD PURCHASE PP*APPLE.COM/BILL 402-935-7733 CA07132524036386222E4Q (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-0.99,1136.12,
07/14/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA071025244310560526Y8 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.8,2641.11,
07/14/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA07112524431056152N9Q (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.8,2643.91,
07/14/2025,"DEBIT CARD PURCHASE PLEXINC*PASS MONTHLY PLEX.TV CA071125241164160LPLY4 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-6.99,2646.71,
07/14/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA07092524431055Z51PNY (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-7.61,2653.70,
07/14/2025,"DEBIT CARD PURCHASE OTT* SOFTWHITEUNDERBEL SOFTWHITEUNDE CA07102524064665Z2X50G (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-10,2661.31,
07/14/2025,"DEBIT CARD PURCHASE Netflix.com netflix.com CA0712252490641616TKY3 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-17.99,2671.31,
07/14/2025,"DEBIT CARD PURCHASE POSMOFP 7-ELEVEN Manassas Par VA071025242513160F6JW1 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-30.03,2689.30,
07/14/2025,"DEBIT CARD PURCHASE PAYPAL *PYPL PAYIN4 888-221-1161 CA07092524027625Z1YJDF (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-40.15,2719.33,
07/14/2025,"DEBIT CARD PURCHASE OLD VIRGINIA TOBACCO C MANASSAS VA0712252437735620001Q (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-57.41,2759.48,
07/11/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA07082524431055Y518V1 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.8,2816.88,
07/10/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA07072524431055X50TPG (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.8,2819.68,
07/10/2025,"DEBIT CARD PURCHASE Patreon* Membership 833-9728766 CA07092524793385Y010TX (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-5,2822.48,
07/08/2025,"DEBIT CARD PURCHASE POSM6KE 7-ELEVEN Manassas VA07062524251315WF6JW0 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-20.17,2916.36,
07/08/2025,"DEBIT CARD PURCHASE POS5487 MCDONALD'S F18 MANASSAS VA07032524251315WF6JW0 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-45.91,2966.53,
07/07/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA07022524431055R4YNXQ (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,3285.54,
07/07/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA07012524431055P4Y7SV (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,3288.12,
07/07/2025,"DEBIT CARD PURCHASE CURSOR USAGE JUN CURSOR.COM NY07052524011345S2X55B (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.93,3290.70,
07/07/2025,"DEBIT CARD PURCHASE Amazon.com*N30G917Q2 AMZN.COM/BILL WA07022524692165P2Z9DG (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-5.63,3293.63,
07/07/2025,"DEBIT CARD PURCHASE Amazon.com*N35F883T1 AMZN.COM/BILL WA07022524692165P2YXLL (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-7,3299.26,
07/07/2025,"DEBIT CARD PURCHASE Amazon web services aws.amazon.co WA07022524692165P2Z6ZX (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-7.69,3306.26,
07/07/2025,"DEBIT CARD PURCHASE UBER *ONE MEMBERSHIP UBER.COM/BILL CA07042524036295TMKKMT (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-9.99,3313.95,
07/07/2025,"DEBIT CARD PURCHASE DD *DOORDASH LITTLECAE DOORDASH.COM CA07052524011345S2X5KA (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-69.5,3323.94,
07/07/2025,"DEBIT CARD PURCHASE PAYPAL *PYPL PAYIN4 888-221-1161 CA07022524027625R1Z709 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-86.65,3393.44,
07/07/2025,"DEBIT CARD PURCHASE PAYPAL *PYPL PAYIN4 888-221-1161 CA07042524027625S1Z9PV (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-164.34,3610.09,
07/03/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA06302524431055N4XRFN (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,3774.43,
07/03/2025,"DEBIT CARD PURCHASE PAYPAL *Roetto Michael Visa Direct CA07012524248185N004PT (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-200,3777.01,
07/02/2025,"DEBIT CARD PURCHASE FIVE BELOW 8037 MANASSAS VA06292524137465MEJFFB (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-21.16,6718.57,
07/01/2025,"DEBIT CARD PURCHASE OLD VIRGINIA TOBACCO C MANASSAS VA06292524377355M00029 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-57.41,2778.84,
07/01/2025,"DEBIT CARD PURCHASE POS1 FOOD LION MANASSAS VA06282524251315MF6JVY (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-246.98,2836.25,
06/30/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA06262524431055J4W058 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,3070.82,
06/30/2025,"DEBIT CARD PURCHASE POS5487 MCDONALD'S F18 MANASSAS VA06272524251315JF6JVX (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-27.65,3123.08,
06/30/2025,"DEBIT CARD PURCHASE Amazon.com*NQ9MS7G90 Amzn.com/bill WA06272524692165K34D5Q (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-49.84,3193.94,
06/30/2025,"DEBIT CARD PURCHASE CITY OF MP PARKIGN TCK TPEREQ@EGOV.C VA06262524116415JB8D7K (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-90.91,3300.56,
06/27/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA06242524431055G4V204 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,3400.07,
06/27/2025,"DEBIT CARD PURCHASE METRO 057-L`ENFANT PLZ WASHINGTON DC06242524445005G5SQT4 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-9,3402.65,
06/26/2025,"DEBIT CARD PURCHASE POSM6JQ 7-ELEVEN MANASSAS VA06242524251315GF6JVW (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-8.06,4221.65,
06/26/2025,"DEBIT CARD PURCHASE Amazon.com*NO40M0SE0 Amzn.com/bill WA06242524692165F318KJ (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-16.71,4229.71,
06/26/2025,"DEBIT CARD PURCHASE Amazon.com*NQ3SP3P82 Amzn.com/bill WA06242524692165F317N1 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-24.05,4266.41,
06/26/2025,"DEBIT CARD PURCHASE OLD VIRGINIA TOBACCO C ARLINGTON VA06242524377355G00018 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-47.44,4335.46,
06/25/2025,"DEBIT CARD PURCHASE POS1 SEPHORA PENTAG ARLINGTON VA06242524251315FF6JVW (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-33.92,4866.47,
06/25/2025,"DEBIT CARD PURCHASE POS0308 PAYPAL *PYPL P 8882211161 CA06242524251315FF6JVW (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-40.15,4900.39,
06/25/2025,"DEBIT CARD PURCHASE SONIC DRIVE IN #6711 MANASSAS VA06232524055245EB54BB (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-59.98,4940.54,
06/24/2025,"DEBIT CARD PURCHASE 7-ELEVEN 33714 MANASSAS PARK VA06222524034545D040SW (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-10.85,5163.50,
06/24/2025,"DEBIT CARD PURCHASE POS0308 PAYPAL *PYPL P 8882211161 CA06222524251315EF6JVW (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-41.98,5174.35,
06/24/2025,"DEBIT CARD PURCHASE CHIPOTLE MEX GR ONLINE https://prod. CA06222524431065E6PZYM (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-61.71,5216.33,
06/24/2025,"DEBIT CARD PURCHASE POS1 LOWE'S #39 MANASSAS VA06222524251315EF6JVW (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-132.47,5278.04,
06/23/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA06202524431055Q4TAK7 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,5410.41,
06/23/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA06182524431055A4RD08 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,5412.99,
06/23/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA06202524431055Q4TAK7 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-7.4,5415.57,
06/23/2025,"DEBIT CARD PURCHASE Amazon.com*NO0MI1I02 Amzn.com/bill WA06202524692165B2YFNV (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-19.1,5422.97,
06/23/2025,"DEBIT CARD PURCHASE CLAUDE.AI SUBSCRIPTION ANTHROPIC.COM CA06202524011345Q2X4TH (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-20,5442.07,
06/23/2025,"DEBIT CARD PURCHASE AMAZON MKTPL*NO2MX7350 Amzn.com/bill WA06202524692165B2YFNX (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-34.97,5462.07,
06/23/2025,"DEBIT CARD PURCHASE POS0012 UBER * EATS ubereats.com CA06192524251315BF6JVV (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-105.6,5557.05,
06/23/2025,"DEBIT CARD PURCHASE POS0308 PAYPAL *PYPL P 8882211161 CA06192524251315BF6JVV (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-164.34,5662.65,
06/20/2025,"DEBIT CARD PURCHASE GOOGLE *YouTubePremium g.co/helppay# CA0617252469216582Y6VB (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-22.99,5869.86,
06/20/2025,"DEBIT CARD PURCHASE Amazon.com*NA4WC2SZ0 Amzn.com/bill WA0617252469216582YT8K (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-28.48,5892.85,
06/20/2025,"DEBIT CARD PURCHASE Amazon.com*NO3DC1GO2 Amzn.com/bill WA0617252469216592YW0Z (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-28.56,5921.33,
06/20/2025,"DEBIT CARD PURCHASE POS4208 PAYPAL *PYPL P San Jose CA061725242513159F6JVS (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-86.66,5989.89,
06/18/2025,"DEBIT CARD PURCHASE Spotify P37C0248BE New York NY0617252438886582SH4P (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-19.99,6220.05,
06/17/2025,"DEBIT CARD PURCHASE ENTIRELYDIGITAL COM 877-2423882 CD06152574924275686A8G (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-11,2069.80,
06/17/2025,"DEBIT CARD PURCHASE Amazon.com*NA41G2YD2 Amzn.com/bill WA061525246921656360YF (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-21.52,2080.80,
06/17/2025,"DEBIT CARD PURCHASE POS0000 AMAZON.COM*NO4 SEATTLE WA061525242513157F6JVS (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-29.69,2102.32,
06/17/2025,"DEBIT CARD PURCHASE GIANT LANDOVER #239 MANASSAS VA06142524692165635PNA (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-62,2181.50,
06/17/2025,"DEBIT CARD PURCHASE POS1 LOWE'S #39 MANASSAS VA061425242513157F6JVS (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-63.58,2243.50,
06/17/2025,"DEBIT CARD PURCHASE AMAZON MKTPL*NA7QQ8021 Amzn.com/bill WA061525246921656360D5 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-66.56,2307.08,
06/17/2025,"DEBIT CARD PURCHASE LOWES #00397* MANASSAS VA06152524692165636D8B (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-113.23,2373.64,
06/17/2025,"DEBIT CARD RETURN LOWES #00397* MANASSAS VA06152574692165636D8B (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,63.58,2486.87,
06/16/2025,"DEBIT CARD PURCHASE PP*APPLE.COM/BILL 402-935-7733 CA061325240363854231P1 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-0.99,2410.84,
06/16/2025,"DEBIT CARD PURCHASE Patreon* Membership Internet CA06132524388865400FJ4 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-5,2411.83,
06/16/2025,"DEBIT CARD PURCHASE NETFLIX.COM NETFLIX.COM CA06122524692165333HW5 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-17.99,2429.28,
06/16/2025,"DEBIT CARD PURCHASE AMAZON MKTPL*NA0BC39H2 Amzn.com/bill WA0614252469216553566F (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-33.88,2447.27,
06/16/2025,"DEBIT CARD PURCHASE PIZZA HUT 37448 https://ipcha VA0614252494300556JMP0 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-75.62,2520.15,
06/13/2025,"DEBIT CARD PURCHASE PLEXINC*PASS MONTHLY PLEX.TV CA061125241164152LPFK0 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-6.99,2595.77,
06/13/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA0610252443105524LTQZ (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-7.86,2602.76,
06/13/2025,"DEBIT CARD PURCHASE CURSOR, AI POWERED IDE CURSOR.COM NY0612252401134532X5TF (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-20,2610.62,
06/12/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA0609252443105514LA7G (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,3563.62,
06/12/2025,"DEBIT CARD PURCHASE Amazon.com*NH79V1VB0 Amzn.com/bill WA06102524692165131RQF (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-5.99,3566.20,
06/12/2025,"DEBIT CARD PURCHASE OTT* SOFTWHITEUNDERBEL SOFTWHITEUNDE CA0610252406466522X48B (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-10,3572.19,
06/12/2025,"DEBIT CARD PURCHASE AMAZON MKTPL*NA86D7Z42 Amzn.com/bill WA06102524692165131R5Y (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-73.19,3627.19,
06/09/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA06052524431054X4JK0Q (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,4550.40,
06/09/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA06062524431054Y4K24S (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,4552.98,
06/09/2025,"DEBIT CARD PURCHASE Amazon.com*NH7CP6BW2 Amzn.com/bill WA06072524692164Y2Z47Q (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-9.39,4564.32,
06/09/2025,"DEBIT CARD PURCHASE Amazon.com*N68PM1IO0 Amzn.com/bill WA06072524692164Y2Z55L (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-9.39,4573.71,
06/09/2025,"DEBIT CARD PURCHASE Amazon.com*NH3O32BX2 Amzn.com/bill WA06072524692164Y2Z55L (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-9.39,4583.10,
06/09/2025,"DEBIT CARD PURCHASE CURSOR USAGE MAY CURSOR.COM NY06062524011344X2X5F2 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-10.1,4592.49,
06/09/2025,"DEBIT CARD PURCHASE POS0308 PAYPAL *PYPL P 8882211161 CA06062524251314XF6JVN (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-41.97,4602.59,
06/09/2025,"DEBIT CARD PURCHASE PIZZA BOLI'S 703-335-2000 VA06062524765014YAKZ9R (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-70.05,4644.56,
06/06/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA06032524431054V4HM1Y (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-9.98,4714.57,
06/05/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA06022524431054S4H6DM (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-5.16,5060.90,
06/05/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA06022524431054S4H6DM (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-7.86,5066.06,
